requester_name,requester_path,requested_name,requested_range,requested_type,resolved,resolved_path,resolved_version,latent_candidate
@babel/plugin-transform-computed-properties,node_modules/@babel/plugin-transform-computed-properties,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-destructuring,node_modules/@babel/plugin-transform-destructuring,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-destructuring,node_modules/@babel/plugin-transform-destructuring,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-dotall-regex,node_modules/@babel/plugin-transform-dotall-regex,@babel/helper-create-regexp-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-regexp-features-plugin,7.26.3,False
@babel/plugin-transform-dotall-regex,node_modules/@babel/plugin-transform-dotall-regex,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-dotall-regex,node_modules/@babel/plugin-transform-dotall-regex,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-duplicate-keys,node_modules/@babel/plugin-transform-duplicate-keys,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-duplicate-keys,node_modules/@babel/plugin-transform-duplicate-keys,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-duplicate-named-capturing-groups-regex,node_modules/@babel/plugin-transform-duplicate-named-capturing-groups-regex,@babel/helper-create-regexp-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-regexp-features-plugin,7.26.3,False
@babel/plugin-transform-duplicate-named-capturing-groups-regex,node_modules/@babel/plugin-transform-duplicate-named-capturing-groups-regex,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-duplicate-named-capturing-groups-regex,node_modules/@babel/plugin-transform-duplicate-named-capturing-groups-regex,@babel/core,^7.0.0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-dynamic-import,node_modules/@babel/plugin-transform-dynamic-import,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-dynamic-import,node_modules/@babel/plugin-transform-dynamic-import,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-exponentiation-operator,node_modules/@babel/plugin-transform-exponentiation-operator,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-exponentiation-operator,node_modules/@babel/plugin-transform-exponentiation-operator,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-export-namespace-from,node_modules/@babel/plugin-transform-export-namespace-from,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-export-namespace-from,node_modules/@babel/plugin-transform-export-namespace-from,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-for-of,node_modules/@babel/plugin-transform-for-of,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-for-of,node_modules/@babel/plugin-transform-for-of,@babel/helper-skip-transparent-expression-wrappers,^7.25.9,dependency,True,node_modules/@babel/helper-skip-transparent-expression-wrappers,7.25.9,False
@babel/plugin-transform-for-of,node_modules/@babel/plugin-transform-for-of,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-function-name,node_modules/@babel/plugin-transform-function-name,@babel/helper-compilation-targets,^7.25.9,dependency,True,node_modules/@babel/helper-compilation-targets,7.25.9,False
@babel/plugin-transform-function-name,node_modules/@babel/plugin-transform-function-name,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-function-name,node_modules/@babel/plugin-transform-function-name,@babel/traverse,^7.25.9,dependency,True,node_modules/@babel/traverse,7.26.4,False
@babel/plugin-transform-function-name,node_modules/@babel/plugin-transform-function-name,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-json-strings,node_modules/@babel/plugin-transform-json-strings,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-json-strings,node_modules/@babel/plugin-transform-json-strings,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-literals,node_modules/@babel/plugin-transform-literals,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-literals,node_modules/@babel/plugin-transform-literals,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-logical-assignment-operators,node_modules/@babel/plugin-transform-logical-assignment-operators,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-logical-assignment-operators,node_modules/@babel/plugin-transform-logical-assignment-operators,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-member-expression-literals,node_modules/@babel/plugin-transform-member-expression-literals,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-member-expression-literals,node_modules/@babel/plugin-transform-member-expression-literals,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-modules-amd,node_modules/@babel/plugin-transform-modules-amd,@babel/helper-module-transforms,^7.25.9,dependency,True,node_modules/@babel/helper-module-transforms,7.26.0,False
@babel/plugin-transform-modules-amd,node_modules/@babel/plugin-transform-modules-amd,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-modules-amd,node_modules/@babel/plugin-transform-modules-amd,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-modules-commonjs,node_modules/@babel/plugin-transform-modules-commonjs,@babel/helper-module-transforms,^7.26.0,dependency,True,node_modules/@babel/helper-module-transforms,7.26.0,False
@babel/plugin-transform-modules-commonjs,node_modules/@babel/plugin-transform-modules-commonjs,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-modules-commonjs,node_modules/@babel/plugin-transform-modules-commonjs,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-modules-systemjs,node_modules/@babel/plugin-transform-modules-systemjs,@babel/helper-module-transforms,^7.25.9,dependency,True,node_modules/@babel/helper-module-transforms,7.26.0,False
@babel/plugin-transform-modules-systemjs,node_modules/@babel/plugin-transform-modules-systemjs,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-modules-systemjs,node_modules/@babel/plugin-transform-modules-systemjs,@babel/helper-validator-identifier,^7.25.9,dependency,True,node_modules/@babel/helper-validator-identifier,7.25.9,False
@babel/plugin-transform-modules-systemjs,node_modules/@babel/plugin-transform-modules-systemjs,@babel/traverse,^7.25.9,dependency,True,node_modules/@babel/traverse,7.26.4,False
@babel/plugin-transform-modules-systemjs,node_modules/@babel/plugin-transform-modules-systemjs,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-modules-umd,node_modules/@babel/plugin-transform-modules-umd,@babel/helper-module-transforms,^7.25.9,dependency,True,node_modules/@babel/helper-module-transforms,7.26.0,False
@babel/plugin-transform-modules-umd,node_modules/@babel/plugin-transform-modules-umd,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-modules-umd,node_modules/@babel/plugin-transform-modules-umd,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-named-capturing-groups-regex,node_modules/@babel/plugin-transform-named-capturing-groups-regex,@babel/helper-create-regexp-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-regexp-features-plugin,7.26.3,False
@babel/plugin-transform-named-capturing-groups-regex,node_modules/@babel/plugin-transform-named-capturing-groups-regex,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-named-capturing-groups-regex,node_modules/@babel/plugin-transform-named-capturing-groups-regex,@babel/core,^7.0.0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-new-target,node_modules/@babel/plugin-transform-new-target,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-new-target,node_modules/@babel/plugin-transform-new-target,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-nullish-coalescing-operator,node_modules/@babel/plugin-transform-nullish-coalescing-operator,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-nullish-coalescing-operator,node_modules/@babel/plugin-transform-nullish-coalescing-operator,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-numeric-separator,node_modules/@babel/plugin-transform-numeric-separator,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-numeric-separator,node_modules/@babel/plugin-transform-numeric-separator,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-object-rest-spread,node_modules/@babel/plugin-transform-object-rest-spread,@babel/helper-compilation-targets,^7.25.9,dependency,True,node_modules/@babel/helper-compilation-targets,7.25.9,False
@babel/plugin-transform-object-rest-spread,node_modules/@babel/plugin-transform-object-rest-spread,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-object-rest-spread,node_modules/@babel/plugin-transform-object-rest-spread,@babel/plugin-transform-parameters,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-parameters,7.25.9,False
@babel/plugin-transform-object-rest-spread,node_modules/@babel/plugin-transform-object-rest-spread,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-object-super,node_modules/@babel/plugin-transform-object-super,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-object-super,node_modules/@babel/plugin-transform-object-super,@babel/helper-replace-supers,^7.25.9,dependency,True,node_modules/@babel/helper-replace-supers,7.25.9,False
@babel/plugin-transform-object-super,node_modules/@babel/plugin-transform-object-super,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-optional-catch-binding,node_modules/@babel/plugin-transform-optional-catch-binding,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-optional-catch-binding,node_modules/@babel/plugin-transform-optional-catch-binding,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-optional-chaining,node_modules/@babel/plugin-transform-optional-chaining,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-optional-chaining,node_modules/@babel/plugin-transform-optional-chaining,@babel/helper-skip-transparent-expression-wrappers,^7.25.9,dependency,True,node_modules/@babel/helper-skip-transparent-expression-wrappers,7.25.9,False
@babel/plugin-transform-optional-chaining,node_modules/@babel/plugin-transform-optional-chaining,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-parameters,node_modules/@babel/plugin-transform-parameters,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-parameters,node_modules/@babel/plugin-transform-parameters,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-private-methods,node_modules/@babel/plugin-transform-private-methods,@babel/helper-create-class-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-class-features-plugin,7.25.9,False
@babel/plugin-transform-private-methods,node_modules/@babel/plugin-transform-private-methods,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-private-methods,node_modules/@babel/plugin-transform-private-methods,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-private-property-in-object,node_modules/@babel/plugin-transform-private-property-in-object,@babel/helper-annotate-as-pure,^7.25.9,dependency,True,node_modules/@babel/helper-annotate-as-pure,7.25.9,False
@babel/plugin-transform-private-property-in-object,node_modules/@babel/plugin-transform-private-property-in-object,@babel/helper-create-class-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-class-features-plugin,7.25.9,False
@babel/plugin-transform-private-property-in-object,node_modules/@babel/plugin-transform-private-property-in-object,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-private-property-in-object,node_modules/@babel/plugin-transform-private-property-in-object,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-property-literals,node_modules/@babel/plugin-transform-property-literals,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-property-literals,node_modules/@babel/plugin-transform-property-literals,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-regenerator,node_modules/@babel/plugin-transform-regenerator,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-regenerator,node_modules/@babel/plugin-transform-regenerator,regenerator-transform,^0.15.2,dependency,True,node_modules/regenerator-transform,0.15.2,False
@babel/plugin-transform-regenerator,node_modules/@babel/plugin-transform-regenerator,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-regexp-modifiers,node_modules/@babel/plugin-transform-regexp-modifiers,@babel/helper-create-regexp-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-regexp-features-plugin,7.26.3,False
@babel/plugin-transform-regexp-modifiers,node_modules/@babel/plugin-transform-regexp-modifiers,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-regexp-modifiers,node_modules/@babel/plugin-transform-regexp-modifiers,@babel/core,^7.0.0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-reserved-words,node_modules/@babel/plugin-transform-reserved-words,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-reserved-words,node_modules/@babel/plugin-transform-reserved-words,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-runtime,node_modules/@babel/plugin-transform-runtime,@babel/helper-module-imports,^7.25.9,dependency,True,node_modules/@babel/helper-module-imports,7.25.9,False
@babel/plugin-transform-runtime,node_modules/@babel/plugin-transform-runtime,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-runtime,node_modules/@babel/plugin-transform-runtime,babel-plugin-polyfill-corejs2,^0.4.10,dependency,True,node_modules/babel-plugin-polyfill-corejs2,0.4.12,False
@babel/plugin-transform-runtime,node_modules/@babel/plugin-transform-runtime,babel-plugin-polyfill-corejs3,^0.10.6,dependency,True,node_modules/babel-plugin-polyfill-corejs3,0.10.6,False
@babel/plugin-transform-runtime,node_modules/@babel/plugin-transform-runtime,babel-plugin-polyfill-regenerator,^0.6.1,dependency,True,node_modules/babel-plugin-polyfill-regenerator,0.6.3,False
@babel/plugin-transform-runtime,node_modules/@babel/plugin-transform-runtime,semver,^6.3.1,dependency,True,node_modules/@babel/plugin-transform-runtime/node_modules/semver,6.3.1,False
@babel/plugin-transform-runtime,node_modules/@babel/plugin-transform-runtime,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-shorthand-properties,node_modules/@babel/plugin-transform-shorthand-properties,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-shorthand-properties,node_modules/@babel/plugin-transform-shorthand-properties,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-spread,node_modules/@babel/plugin-transform-spread,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-spread,node_modules/@babel/plugin-transform-spread,@babel/helper-skip-transparent-expression-wrappers,^7.25.9,dependency,True,node_modules/@babel/helper-skip-transparent-expression-wrappers,7.25.9,False
@babel/plugin-transform-spread,node_modules/@babel/plugin-transform-spread,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-sticky-regex,node_modules/@babel/plugin-transform-sticky-regex,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-sticky-regex,node_modules/@babel/plugin-transform-sticky-regex,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-template-literals,node_modules/@babel/plugin-transform-template-literals,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-template-literals,node_modules/@babel/plugin-transform-template-literals,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-typeof-symbol,node_modules/@babel/plugin-transform-typeof-symbol,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-typeof-symbol,node_modules/@babel/plugin-transform-typeof-symbol,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-unicode-escapes,node_modules/@babel/plugin-transform-unicode-escapes,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-unicode-escapes,node_modules/@babel/plugin-transform-unicode-escapes,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-unicode-property-regex,node_modules/@babel/plugin-transform-unicode-property-regex,@babel/helper-create-regexp-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-regexp-features-plugin,7.26.3,False
@babel/plugin-transform-unicode-property-regex,node_modules/@babel/plugin-transform-unicode-property-regex,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-unicode-property-regex,node_modules/@babel/plugin-transform-unicode-property-regex,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-unicode-regex,node_modules/@babel/plugin-transform-unicode-regex,@babel/helper-create-regexp-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-regexp-features-plugin,7.26.3,False
@babel/plugin-transform-unicode-regex,node_modules/@babel/plugin-transform-unicode-regex,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-unicode-regex,node_modules/@babel/plugin-transform-unicode-regex,@babel/core,^7.0.0-0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/plugin-transform-unicode-sets-regex,node_modules/@babel/plugin-transform-unicode-sets-regex,@babel/helper-create-regexp-features-plugin,^7.25.9,dependency,True,node_modules/@babel/helper-create-regexp-features-plugin,7.26.3,False
@babel/plugin-transform-unicode-sets-regex,node_modules/@babel/plugin-transform-unicode-sets-regex,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/plugin-transform-unicode-sets-regex,node_modules/@babel/plugin-transform-unicode-sets-regex,@babel/core,^7.0.0,peer,True,node_modules/@babel/core,7.26.0,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/compat-data,^7.26.0,dependency,True,node_modules/@babel/compat-data,7.26.3,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/helper-compilation-targets,^7.25.9,dependency,True,node_modules/@babel/helper-compilation-targets,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/helper-plugin-utils,^7.25.9,dependency,True,node_modules/@babel/helper-plugin-utils,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/helper-validator-option,^7.25.9,dependency,True,node_modules/@babel/helper-validator-option,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-bugfix-firefox-class-in-computed-class-key,^7.25.9,dependency,True,node_modules/@babel/plugin-bugfix-firefox-class-in-computed-class-key,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-bugfix-safari-class-field-initializer-scope,^7.25.9,dependency,True,node_modules/@babel/plugin-bugfix-safari-class-field-initializer-scope,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression,^7.25.9,dependency,True,node_modules/@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,^7.25.9,dependency,True,node_modules/@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-bugfix-v8-static-class-fields-redefine-readonly,^7.25.9,dependency,True,node_modules/@babel/plugin-bugfix-v8-static-class-fields-redefine-readonly,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-proposal-private-property-in-object,7.21.0-placeholder-for-preset-env.2,dependency,True,node_modules/@babel/plugin-proposal-private-property-in-object,7.21.0-placeholder-for-preset-env.2,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-syntax-import-assertions,^7.26.0,dependency,True,node_modules/@babel/plugin-syntax-import-assertions,7.26.0,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-syntax-import-attributes,^7.26.0,dependency,True,node_modules/@babel/plugin-syntax-import-attributes,7.26.0,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-syntax-unicode-sets-regex,^7.18.6,dependency,True,node_modules/@babel/plugin-syntax-unicode-sets-regex,7.18.6,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-arrow-functions,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-arrow-functions,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-async-generator-functions,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-async-generator-functions,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-async-to-generator,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-async-to-generator,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-block-scoped-functions,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-block-scoped-functions,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-block-scoping,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-block-scoping,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-class-properties,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-class-properties,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-class-static-block,^7.26.0,dependency,True,node_modules/@babel/plugin-transform-class-static-block,7.26.0,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-classes,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-classes,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-computed-properties,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-computed-properties,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-destructuring,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-destructuring,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-dotall-regex,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-dotall-regex,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-duplicate-keys,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-duplicate-keys,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-duplicate-named-capturing-groups-regex,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-duplicate-named-capturing-groups-regex,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-dynamic-import,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-dynamic-import,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-exponentiation-operator,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-exponentiation-operator,7.26.3,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-export-namespace-from,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-export-namespace-from,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-for-of,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-for-of,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-function-name,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-function-name,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-json-strings,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-json-strings,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-literals,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-literals,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-logical-assignment-operators,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-logical-assignment-operators,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-member-expression-literals,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-member-expression-literals,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-modules-amd,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-modules-amd,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-modules-commonjs,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-modules-commonjs,7.26.3,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-modules-systemjs,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-modules-systemjs,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-modules-umd,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-modules-umd,7.25.9,False
@babel/preset-env,node_modules/@babel/preset-env,@babel/plugin-transform-named-capturing-groups-regex,^7.25.9,dependency,True,node_modules/@babel/plugin-transform-named-capturing-groups-regex,7.25.9,False
